Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.5058E-3,78.000203805,0.711704526,0.005904724,0.615384615,0
2.5127E-3,78.251473908,0.712268294,0.005804644,0.615384615,0
2.55234E-3,78.50670786,0.715465384,0.005704564,0.615384615,0
2.56832E-3,78.763539379,0.716733924,0.005604484,0.615384615,0
2.56904E-3,79.020443354,0.716791188,0.005504404,0.615384615,0
2.58158E-3,79.278600985,0.717778356,0.005404323,0.615384615,0
2.67285E-3,79.545886478,0.724763579,0.005304243,0.615384615,0
2.72485E-3,79.818371885,0.728590437,0.005204163,0.615384615,0
2.72974E-3,80.091345895,0.728944561,0.005104083,0.615384615,0
2.73425E-3,80.364770808,0.729270541,0.005004003,0.615384615,0
2.77031E-3,80.641802024,0.731849776,0.004903923,0.641025641,0
2.81283E-3,80.923085139,0.734828315,0.004803843,0.641025641,0
2.82278E-3,81.205363568,0.73551602,0.004703763,0.666666667,0
2.85808E-3,81.491171103,0.737925943,0.004603683,0.692307692,0
2.86212E-3,81.777383533,0.738199629,0.004503603,0.692307692,0
2.86672E-3,82.064055608,0.73850963,0.004403523,0.717948718,0
2.91281E-3,82.355336767,0.74157805,0.004303443,0.717948718,0
2.94365E-3,82.6497016,0.743591061,0.004203363,0.717948718,0
3.11921E-3,82.961622487,0.754479434,0.004103283,0.717948718,0
3.16336E-3,83.277958583,0.757073785,0.004003203,0.717948718,0
3.20156E-3,83.598114899,0.75927468,0.003903122,0.717948718,0
3.25533E-3,83.923647459,0.762305327,0.003803042,0.743589744,0
3.37463E-3,84.261110128,0.768765318,0.003702962,0.743589744,0
3.43794E-3,84.604904061,0.772053019,0.003602882,0.743589744,0
3.47003E-3,84.95190743,0.773684164,0.003502802,0.743589744,0
3.50925E-3,85.302832403,0.775645843,0.003402722,0.743589744,0
3.51567E-3,85.654399739,0.775963931,0.003302642,0.769230769,0
3.57571E-3,86.01197099,0.778893935,0.003202562,0.769230769,0
3.59775E-3,86.371746462,0.779950488,0.003102482,0.769230769,0
3.5996E-3,86.731706416,0.780038458,0.003002402,0.769230769,0
3.86908E-3,87.118614817,0.792174958,0.002902322,0.769230769,0
3.95655E-3,87.514269377,0.795831074,0.002802242,0.769230769,0
3.96855E-3,87.911124652,0.796322985,0.002702162,0.769230769,0
4.05078E-3,88.316202458,0.799628945,0.002602082,0.769230769,0
4.11124E-3,88.727326345,0.801992177,0.002502002,0.769230769,0
4.11467E-3,89.13879335,0.802124621,0.002401922,0.769230769,0
4.20941E-3,89.559734672,0.805713002,0.002301841,0.769230769,0
4.2737E-3,89.987104222,0.808074474,0.002201761,0.769230769,0
4.32409E-3,90.419512943,0.809885903,0.002101681,0.769230769,0
4.44628E-3,90.864141336,0.814139688,0.002001601,0.769230769,0
4.45268E-3,91.30940972,0.814357235,0.001901521,0.769230769,0
4.53419E-3,91.762828977,0.817084008,0.001801441,0.769230769,0
4.55576E-3,92.2184048,0.817792111,0.001701361,0.769230769,0
4.57898E-3,92.676302939,0.818548533,0.001601281,0.794871795,0
4.59019E-3,93.13532186,0.81891135,0.001501201,0.794871795,0
4.63107E-3,93.598428789,0.820222503,0.001401121,0.820512821,0
4.63669E-3,94.06209801,0.820401364,0.001301041,0.820512821,0
4.64993E-3,94.527090815,0.820820985,0.001200961,0.820512821,0
4.65009E-3,94.992099737,0.820826082,0.001100881,0.846153846,0
4.65054E-3,95.457153297,0.820840199,0.001000801,0.846153846,0
4.67795E-3,95.924948664,0.821703051,0.000900721,0.871794872,0
4.70512E-3,96.395460257,0.822549697,0.000800641,0.871794872,0
4.78215E-3,96.873674951,0.824907593,0.00070056,0.871794872,0
4.81586E-3,97.355261227,0.825920023,0.00060048,0.897435897,0
4.86706E-3,97.841967307,0.827435221,0.0005004,0.897435897,0
5.02447E-3,98.344414225,0.831932792,0.00040032,0.923076923,0
5.20233E-3,98.864647256,0.83674071,0.00030024,0.948717949,0
5.20546E-3,99.385193215,0.836822839,0.00020016,0.974358974,0
6.14807E-3,100,0.858295649,0.00010008,0.974358974,0
6.14807E-3,100,0.858295649,0,0.974358974,0
