Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.64006E-3,75.921968652,0.745307668,0.005214078,0.692307692,0
2.64166E-3,76.186134565,0.745422921,0.005113807,0.692307692,0
2.69238E-3,76.455372493,0.749015069,0.005013537,0.692307692,0
2.69774E-3,76.725146887,0.74938909,0.004913266,0.692307692,0
2.73962E-3,76.999109035,0.752270896,0.004812995,0.692307692,0
2.79163E-3,77.278272343,0.755759104,0.004712724,0.692307692,0
2.83585E-3,77.561857196,0.758648119,0.004612454,0.692307692,0
2.91445E-3,77.853302587,0.763618875,0.004512183,0.692307692,0
2.91701E-3,78.145003503,0.763777027,0.004411912,0.692307692,0
2.93658E-3,78.438661335,0.764981241,0.004311641,0.692307692,0
2.95521E-3,78.734182072,0.766116251,0.004211371,0.692307692,0
2.95885E-3,79.030067265,0.766337022,0.0041111,0.692307692,0
2.96123E-3,79.32619072,0.766481125,0.004010829,0.769230769,0
2.98208E-3,79.624399101,0.767734566,0.003910559,0.769230769,0
2.99522E-3,79.92392157,0.768517695,0.003810288,0.769230769,0
3.05719E-3,80.229640824,0.772140608,0.003710017,0.769230769,0
3.11316E-3,80.540957002,0.775316705,0.003609746,0.769230769,0
3.1188E-3,80.852837115,0.775631819,0.003509476,0.769230769,0
3.14031E-3,81.166867862,0.776825475,0.003409205,0.769230769,0
3.1741E-3,81.484277693,0.778675509,0.003308934,0.769230769,0
3.19134E-3,81.803411623,0.779607678,0.003208663,0.769230769,0
3.19309E-3,82.122720648,0.779701908,0.003108393,0.769230769,0
3.30063E-3,82.452783204,0.785338577,0.003008122,0.769230769,0
3.38123E-3,82.790906481,0.789378172,0.002907851,0.769230769,0
3.50446E-3,83.141352159,0.795267849,0.00280758,0.769230769,0
3.51407E-3,83.492759529,0.795713678,0.00270731,0.769230769,0
3.5239E-3,83.84514938,0.796167143,0.002607039,0.769230769,0
3.53012E-3,84.198161226,0.796453187,0.002506768,0.769230769,0
3.65061E-3,84.563222658,0.801840328,0.002406498,0.769230769,0
3.83792E-3,84.947014924,0.80967074,0.002306227,0.769230769,0
3.92708E-3,85.339723387,0.813184759,0.002205956,0.769230769,0
4.12546E-3,85.752269561,0.820555982,0.002105685,0.769230769,0
4.32971E-3,86.185240193,0.827561193,0.002005415,0.769230769,0
4.37154E-3,86.622393922,0.828928972,0.001905144,0.769230769,0
4.37864E-3,87.060258078,0.829159113,0.001804873,0.769230769,0
4.61E-3,87.521258422,0.836329787,0.001704602,0.769230769,0
4.79334E-3,88.000592364,0.84159825,0.001604332,0.769230769,0
4.89007E-3,88.489599785,0.844243673,0.001504061,0.769230769,0
5.42072E-3,89.031671538,0.857315378,0.00140379,0.769230769,0
5.53448E-3,89.585119565,0.859837213,0.00130352,0.846153846,0
5.59054E-3,90.144174048,0.861047516,0.001203249,0.846153846,0
6.05766E-3,90.749940115,0.870373434,0.001102978,0.846153846,0
6.09156E-3,91.359095696,0.871001669,0.001002707,0.923076923,0
6.12564E-3,91.971659553,0.871627271,0.000902437,0.923076923,0
7.92672E-3,92.764331355,0.897815078,0.000802166,0.923076923,0
8.04318E-3,93.568649673,0.899145486,0.000701895,0.923076923,0
8.04477E-3,94.373126962,0.899163406,0.000601624,0.923076923,0
9.07036E-3,95.280162737,0.909533533,0.000501354,0.923076923,0
1.07151E-2,96.351668561,0.922341245,0.000401083,0.923076923,0
1.11778E-2,97.469443865,0.925315789,0.000300812,0.923076923,0
1.18661E-2,98.656055254,0.929342144,0.000200541,1,0
1.34394E-2,100,0.937093592,0.000100271,1,0
