"","filename","species","current","cc","cn","gf","he","mp"
"257","Mimetes capitulatus_total_curr_2040.csv","Mimetes capitulatus",252000,252000,252000,252000,252000,252000
"258","Mimetes capitulatus_total_curr_2070.csv","Mimetes capitulatus",252000,252000,252000,252000,252000,252000
"259","Mimetes fimbriifolius_total_curr_2010.csv","Mimetes fimbriifolius",252000,252000,252000,252000,252000,252000
"260","Mimetes fimbriifolius_total_curr_2040.csv","Mimetes fimbriifolius",252000,252000,252000,252000,252000,252000
"261","Mimetes fimbriifolius_total_curr_2070.csv","Mimetes fimbriifolius",252000,252000,252000,252000,252000,252000
"262","Mimetes hirtus_total_curr_2010.csv","Mimetes hirtus",252000,252000,252000,252000,252000,252000
"263","Mimetes hirtus_total_curr_2040.csv","Mimetes hirtus",252000,252000,252000,252000,252000,252000
"264","Mimetes hirtus_total_curr_2070.csv","Mimetes hirtus",252000,252000,252000,252000,252000,252000
"265","Mimetes hottentoticus_total_curr_2010.csv","Mimetes hottentoticus",252000,252000,252000,252000,252000,252000
"266","Mimetes hottentoticus_total_curr_2040.csv","Mimetes hottentoticus",252000,252000,252000,252000,252000,252000
"267","Mimetes hottentoticus_total_curr_2070.csv","Mimetes hottentoticus",252000,252000,252000,252000,252000,252000
"268","Mimetes palustris_total_curr_2010.csv","Mimetes palustris",252000,252000,252000,252000,252000,252000
"269","Mimetes palustris_total_curr_2040.csv","Mimetes palustris",252000,252000,252000,252000,252000,252000
"270","Mimetes palustris_total_curr_2070.csv","Mimetes palustris",252000,252000,252000,252000,252000,252000
"271","Mimetes pauciflorus_total_curr_2010.csv","Mimetes pauciflorus",252000,252000,252000,252000,252000,252000
"272","Mimetes pauciflorus_total_curr_2040.csv","Mimetes pauciflorus",252000,252000,252000,252000,252000,252000
"273","Mimetes pauciflorus_total_curr_2070.csv","Mimetes pauciflorus",252000,252000,252000,252000,252000,252000
"274","Mimetes saxatilis_total_curr_2010.csv","Mimetes saxatilis",252000,252000,252000,252000,252000,252000
"275","Mimetes saxatilis_total_curr_2040.csv","Mimetes saxatilis",252000,252000,252000,252000,252000,252000
"276","Mimetes saxatilis_total_curr_2070.csv","Mimetes saxatilis",252000,252000,252000,252000,252000,252000
"277","Mimetes splendidus_total_curr_2010.csv","Mimetes splendidus",252000,252000,252000,252000,252000,252000
"278","Mimetes splendidus_total_curr_2040.csv","Mimetes splendidus",252000,252000,252000,252000,252000,252000
"279","Mimetes splendidus_total_curr_2070.csv","Mimetes splendidus",252000,252000,252000,252000,252000,252000
"280","Orothamnus zeyheri_total_curr_2010.csv","Orothamnus zeyheri",252000,252000,252000,252000,252000,252000
"281","Orothamnus zeyheri_total_curr_2040.csv","Orothamnus zeyheri",252000,252000,252000,252000,252000,252000
"282","Orothamnus zeyheri_total_curr_2070.csv","Orothamnus zeyheri",252000,252000,252000,252000,252000,252000
"283","Paranomus abrotanifolius_total_curr_2010.csv","Paranomus abrotanifolius",252000,252000,252000,252000,252000,252000
"284","Paranomus abrotanifolius_total_curr_2040.csv","Paranomus abrotanifolius",252000,252000,252000,252000,252000,252000
"285","Paranomus abrotanifolius_total_curr_2070.csv","Paranomus abrotanifolius",252000,252000,252000,252000,252000,252000
"286","Paranomus bolusii_total_curr_2010.csv","Paranomus bolusii",252000,252000,252000,252000,252000,252000
"287","Paranomus bolusii_total_curr_2040.csv","Paranomus bolusii",252000,252000,252000,252000,252000,252000
"288","Paranomus bolusii_total_curr_2070.csv","Paranomus bolusii",252000,252000,252000,252000,252000,252000
"289","Paranomus centaureoides_total_curr_2010.csv","Paranomus centaureoides",252000,252000,252000,252000,252000,252000
"290","Paranomus centaureoides_total_curr_2040.csv","Paranomus centaureoides",252000,252000,252000,252000,252000,252000
"291","Paranomus centaureoides_total_curr_2070.csv","Paranomus centaureoides",252000,252000,252000,252000,252000,252000
"292","Paranomus dispersus_total_curr_2010.csv","Paranomus dispersus",252000,252000,252000,252000,252000,252000
"293","Paranomus dispersus_total_curr_2040.csv","Paranomus dispersus",252000,252000,252000,252000,252000,252000
"294","Paranomus dispersus_total_curr_2070.csv","Paranomus dispersus",252000,252000,252000,252000,252000,252000
"295","Paranomus longicaulis_total_curr_2010.csv","Paranomus longicaulis",252000,252000,252000,252000,252000,252000
"296","Paranomus longicaulis_total_curr_2040.csv","Paranomus longicaulis",252000,252000,252000,252000,252000,252000
"297","Paranomus longicaulis_total_curr_2070.csv","Paranomus longicaulis",252000,252000,252000,252000,252000,252000
"298","Paranomus roodebergensis_total_curr_2010.csv","Paranomus roodebergensis",252000,252000,252000,252000,252000,252000
"299","Paranomus roodebergensis_total_curr_2040.csv","Paranomus roodebergensis",252000,252000,252000,252000,252000,252000
"300","Paranomus roodebergensis_total_curr_2070.csv","Paranomus roodebergensis",252000,252000,252000,252000,252000,252000
"301","Paranomus sceptrum-gustavianus_total_curr_2010.csv","Paranomus sceptrum-gustavianus",252000,252000,252000,252000,252000,252000
"302","Paranomus sceptrum-gustavianus_total_curr_2040.csv","Paranomus sceptrum-gustavianus",252000,252000,252000,252000,252000,252000
"303","Paranomus sceptrum-gustavianus_total_curr_2070.csv","Paranomus sceptrum-gustavianus",252000,252000,252000,252000,252000,252000
"304","Paranomus spathulatus_total_curr_2010.csv","Paranomus spathulatus",252000,252000,252000,252000,252000,252000
"305","Paranomus spathulatus_total_curr_2040.csv","Paranomus spathulatus",252000,252000,252000,252000,252000,252000
"306","Paranomus spathulatus_total_curr_2070.csv","Paranomus spathulatus",252000,252000,252000,252000,252000,252000
"307","Paranomus spicatus_total_curr_2010.csv","Paranomus spicatus",252000,252000,252000,252000,252000,252000
"308","Paranomus spicatus_total_curr_2040.csv","Paranomus spicatus",252000,252000,252000,252000,252000,252000
"309","Paranomus spicatus_total_curr_2070.csv","Paranomus spicatus",252000,252000,252000,252000,252000,252000
"310","Paranomus tomentosus_total_curr_2010.csv","Paranomus tomentosus",252000,252000,252000,252000,252000,252000
"311","Paranomus tomentosus_total_curr_2040.csv","Paranomus tomentosus",252000,252000,252000,252000,252000,252000
"312","Paranomus tomentosus_total_curr_2070.csv","Paranomus tomentosus",252000,252000,252000,252000,252000,252000
"313","Protea acaulos_total_curr_2010.csv","Protea acaulos",252000,252000,252000,252000,252000,252000
"314","Protea acaulos_total_curr_2040.csv","Protea acaulos",252000,252000,252000,252000,252000,252000
"315","Protea acaulos_total_curr_2070.csv","Protea acaulos",252000,252000,252000,252000,252000,252000
"316","Protea acuminata_total_curr_2010.csv","Protea acuminata",252000,252000,252000,252000,252000,252000
"317","Protea acuminata_total_curr_2040.csv","Protea acuminata",252000,252000,252000,252000,252000,252000
"318","Protea acuminata_total_curr_2070.csv","Protea acuminata",252000,252000,252000,252000,252000,252000
"319","Protea angustata_total_curr_2010.csv","Protea angustata",252000,252000,252000,252000,252000,252000
"320","Protea angustata_total_curr_2040.csv","Protea angustata",252000,252000,252000,252000,252000,252000
"321","Protea angustata_total_curr_2070.csv","Protea angustata",252000,252000,252000,252000,252000,252000
"322","Protea aspera_total_curr_2010.csv","Protea aspera",252000,252000,252000,252000,252000,252000
"323","Protea aspera_total_curr_2040.csv","Protea aspera",252000,252000,252000,252000,252000,252000
"324","Protea aspera_total_curr_2070.csv","Protea aspera",252000,252000,252000,252000,252000,252000
"325","Protea aurea_total_curr_2010.csv","Protea aurea",252000,252000,252000,252000,252000,252000
"326","Protea aurea_total_curr_2040.csv","Protea aurea",252000,252000,252000,252000,252000,252000
"327","Protea aurea_total_curr_2070.csv","Protea aurea",252000,252000,252000,252000,252000,252000
"328","Protea burchellii_total_curr_2010.csv","Protea burchellii",252000,252000,252000,252000,252000,252000
"329","Protea burchellii_total_curr_2040.csv","Protea burchellii",252000,252000,252000,252000,252000,252000
"330","Protea burchellii_total_curr_2070.csv","Protea burchellii",252000,252000,252000,252000,252000,252000
"331","Protea caespitosa_total_curr_2010.csv","Protea caespitosa",252000,252000,252000,252000,252000,252000
"332","Protea caespitosa_total_curr_2040.csv","Protea caespitosa",252000,252000,252000,252000,252000,252000
"333","Protea caespitosa_total_curr_2070.csv","Protea caespitosa",252000,252000,252000,252000,252000,252000
"334","Protea compacta_total_curr_2010.csv","Protea compacta",252000,252000,252000,252000,252000,252000
"335","Protea compacta_total_curr_2040.csv","Protea compacta",252000,252000,252000,252000,252000,252000
"336","Protea compacta_total_curr_2070.csv","Protea compacta",252000,252000,252000,252000,252000,252000
"337","Protea convexa_total_curr_2010.csv","Protea convexa",252000,252000,252000,252000,252000,252000
"338","Protea convexa_total_curr_2040.csv","Protea convexa",252000,252000,252000,252000,252000,252000
"339","Protea convexa_total_curr_2070.csv","Protea convexa",252000,252000,252000,252000,252000,252000
"340","Protea coronata_total_curr_2010.csv","Protea coronata",252000,252000,252000,252000,252000,252000
"341","Protea coronata_total_curr_2040.csv","Protea coronata",252000,252000,252000,252000,252000,252000
"342","Protea coronata_total_curr_2070.csv","Protea coronata",252000,252000,252000,252000,252000,252000
"343","Protea cryophila_total_curr_2010.csv","Protea cryophila",252000,252000,252000,252000,252000,252000
"344","Protea cryophila_total_curr_2040.csv","Protea cryophila",252000,252000,252000,252000,252000,252000
"345","Protea cryophila_total_curr_2070.csv","Protea cryophila",252000,252000,252000,252000,252000,252000
"346","Protea cynaroides_total_curr_2010.csv","Protea cynaroides",252000,252000,252000,252000,252000,252000
"347","Protea cynaroides_total_curr_2040.csv","Protea cynaroides",252000,252000,252000,252000,252000,252000
"348","Protea cynaroides_total_curr_2070.csv","Protea cynaroides",252000,252000,252000,252000,252000,252000
"349","Protea decurrens_total_curr_2010.csv","Protea decurrens",252000,252000,252000,252000,252000,252000
"350","Protea decurrens_total_curr_2040.csv","Protea decurrens",252000,252000,252000,252000,252000,252000
"351","Protea decurrens_total_curr_2070.csv","Protea decurrens",252000,252000,252000,252000,252000,252000
"352","Protea denticulata_total_curr_2010.csv","Protea denticulata",252000,252000,252000,252000,252000,252000
"353","Protea denticulata_total_curr_2040.csv","Protea denticulata",252000,252000,252000,252000,252000,252000
"354","Protea denticulata_total_curr_2070.csv","Protea denticulata",252000,252000,252000,252000,252000,252000
"355","Protea effusa_total_curr_2010.csv","Protea effusa",252000,252000,252000,252000,252000,252000
"356","Protea effusa_total_curr_2040.csv","Protea effusa",252000,252000,252000,252000,252000,252000
"357","Protea effusa_total_curr_2070.csv","Protea effusa",252000,252000,252000,252000,252000,252000
"358","Protea glabra_total_curr_2010.csv","Protea glabra",252000,252000,252000,252000,252000,252000
"359","Protea glabra_total_curr_2040.csv","Protea glabra",252000,252000,252000,252000,252000,252000
"360","Protea glabra_total_curr_2070.csv","Protea glabra",252000,252000,252000,252000,252000,252000
"361","Protea grandiceps_total_curr_2010.csv","Protea grandiceps",252000,252000,252000,252000,252000,252000
"362","Protea grandiceps_total_curr_2040.csv","Protea grandiceps",252000,252000,252000,252000,252000,252000
"363","Protea grandiceps_total_curr_2070.csv","Protea grandiceps",252000,252000,252000,252000,252000,252000
"364","Protea lacticolor_total_curr_2010.csv","Protea lacticolor",252000,252000,252000,252000,252000,252000
"365","Protea lacticolor_total_curr_2040.csv","Protea lacticolor",252000,252000,252000,252000,252000,252000
"366","Protea lacticolor_total_curr_2070.csv","Protea lacticolor",252000,252000,252000,252000,252000,252000
"367","Protea laurifolia_total_curr_2010.csv","Protea laurifolia",252000,252000,252000,252000,252000,252000
"368","Protea laurifolia_total_curr_2040.csv","Protea laurifolia",252000,252000,252000,252000,252000,252000
"369","Protea laurifolia_total_curr_2070.csv","Protea laurifolia",252000,252000,252000,252000,252000,252000
"370","Protea lepidocarpodendron_total_curr_2010.csv","Protea lepidocarpodendron",252000,252000,252000,252000,252000,252000
"371","Protea lepidocarpodendron_total_curr_2040.csv","Protea lepidocarpodendron",252000,252000,252000,252000,252000,252000
"372","Protea lepidocarpodendron_total_curr_2070.csv","Protea lepidocarpodendron",252000,252000,252000,252000,252000,252000
"373","Protea longifolia_total_curr_2010.csv","Protea longifolia",252000,252000,252000,252000,252000,252000
"374","Protea longifolia_total_curr_2040.csv","Protea longifolia",252000,252000,252000,252000,252000,252000
"375","Protea longifolia_total_curr_2070.csv","Protea longifolia",252000,252000,252000,252000,252000,252000
"376","Protea lorea_total_curr_2010.csv","Protea lorea",252000,252000,252000,252000,252000,252000
"377","Protea lorea_total_curr_2040.csv","Protea lorea",252000,252000,252000,252000,252000,252000
"378","Protea lorea_total_curr_2070.csv","Protea lorea",252000,252000,252000,252000,252000,252000
"379","Protea montana_total_curr_2010.csv","Protea montana",252000,252000,252000,252000,252000,252000
"380","Protea montana_total_curr_2040.csv","Protea montana",252000,252000,252000,252000,252000,252000
"381","Protea montana_total_curr_2070.csv","Protea montana",252000,252000,252000,252000,252000,252000
"382","Protea nitida_total_curr_2010.csv","Protea nitida",252000,252000,252000,252000,252000,252000
"383","Protea nitida_total_curr_2040.csv","Protea nitida",252000,252000,252000,252000,252000,252000
"384","Protea nitida_total_curr_2070.csv","Protea nitida",252000,252000,252000,252000,252000,252000
"385","Protea obtusifolia_total_curr_2010.csv","Protea obtusifolia",252000,252000,252000,252000,252000,252000
"386","Protea obtusifolia_total_curr_2040.csv","Protea obtusifolia",252000,252000,252000,252000,252000,252000
"387","Protea obtusifolia_total_curr_2070.csv","Protea obtusifolia",252000,252000,252000,252000,252000,252000
"388","Protea odorata_total_curr_2010.csv","Protea odorata",252000,252000,252000,252000,252000,252000
"389","Protea odorata_total_curr_2040.csv","Protea odorata",252000,252000,252000,252000,252000,252000
"390","Protea odorata_total_curr_2070.csv","Protea odorata",252000,252000,252000,252000,252000,252000
"391","Protea pityphylla_total_curr_2010.csv","Protea pityphylla",252000,252000,252000,252000,252000,252000
"392","Protea pityphylla_total_curr_2040.csv","Protea pityphylla",252000,252000,252000,252000,252000,252000
"393","Protea pityphylla_total_curr_2070.csv","Protea pityphylla",252000,252000,252000,252000,252000,252000
"394","Protea punctata_total_curr_2010.csv","Protea punctata",252000,252000,252000,252000,252000,252000
"395","Protea punctata_total_curr_2040.csv","Protea punctata",252000,252000,252000,252000,252000,252000
"396","Protea punctata_total_curr_2070.csv","Protea punctata",252000,252000,252000,252000,252000,252000
"397","Protea recondita_total_curr_2010.csv","Protea recondita",252000,252000,252000,252000,252000,252000
"398","Protea recondita_total_curr_2040.csv","Protea recondita",252000,252000,252000,252000,252000,252000
"399","Protea recondita_total_curr_2070.csv","Protea recondita",252000,252000,252000,252000,252000,252000
"400","Protea repens_total_curr_2010.csv","Protea repens",252000,252000,252000,252000,252000,252000
"401","Protea repens_total_curr_2040.csv","Protea repens",252000,252000,252000,252000,252000,252000
"402","Protea repens_total_curr_2070.csv","Protea repens",252000,252000,252000,252000,252000,252000
"403","Protea restionifolia_total_curr_2010.csv","Protea restionifolia",252000,252000,252000,252000,252000,252000
"404","Protea restionifolia_total_curr_2040.csv","Protea restionifolia",252000,252000,252000,252000,252000,252000
"405","Protea restionifolia_total_curr_2070.csv","Protea restionifolia",252000,252000,252000,252000,252000,252000
"406","Protea rupicola_total_curr_2010.csv","Protea rupicola",252000,252000,252000,252000,252000,252000
"407","Protea rupicola_total_curr_2040.csv","Protea rupicola",252000,252000,252000,252000,252000,252000
"408","Protea rupicola_total_curr_2070.csv","Protea rupicola",252000,252000,252000,252000,252000,252000
"409","Protea scabra_total_curr_2010.csv","Protea scabra",252000,252000,252000,252000,252000,252000
"410","Protea scabra_total_curr_2040.csv","Protea scabra",252000,252000,252000,252000,252000,252000
"411","Protea scabra_total_curr_2070.csv","Protea scabra",252000,252000,252000,252000,252000,252000
"412","Protea scolymocephala_total_curr_2010.csv","Protea scolymocephala",252000,252000,252000,252000,252000,252000
"413","Protea scolymocephala_total_curr_2040.csv","Protea scolymocephala",252000,252000,252000,252000,252000,252000
"414","Protea scolymocephala_total_curr_2070.csv","Protea scolymocephala",252000,252000,252000,252000,252000,252000
"415","Protea scorzonerifolia_total_curr_2010.csv","Protea scorzonerifolia",252000,252000,252000,252000,252000,252000
"416","Protea scorzonerifolia_total_curr_2040.csv","Protea scorzonerifolia",252000,252000,252000,252000,252000,252000
"417","Protea scorzonerifolia_total_curr_2070.csv","Protea scorzonerifolia",252000,252000,252000,252000,252000,252000
"418","Protea stokoei_total_curr_2010.csv","Protea stokoei",252000,252000,252000,252000,252000,252000
"419","Protea stokoei_total_curr_2040.csv","Protea stokoei",252000,252000,252000,252000,252000,252000
"420","Protea stokoei_total_curr_2070.csv","Protea stokoei",252000,252000,252000,252000,252000,252000
"421","Protea subulifolia_total_curr_2010.csv","Protea subulifolia",252000,252000,252000,252000,252000,252000
"422","Protea subulifolia_total_curr_2040.csv","Protea subulifolia",252000,252000,252000,252000,252000,252000
"423","Protea subulifolia_total_curr_2070.csv","Protea subulifolia",252000,252000,252000,252000,252000,252000
"424","Protea susannae_total_curr_2010.csv","Protea susannae",252000,252000,252000,252000,252000,252000
"425","Protea susannae_total_curr_2040.csv","Protea susannae",252000,252000,252000,252000,252000,252000
"426","Protea susannae_total_curr_2070.csv","Protea susannae",252000,252000,252000,252000,252000,252000
"427","Protea venusta_total_curr_2010.csv","Protea venusta",252000,252000,252000,252000,252000,252000
"428","Protea venusta_total_curr_2040.csv","Protea venusta",252000,252000,252000,252000,252000,252000
"429","Protea venusta_total_curr_2070.csv","Protea venusta",252000,252000,252000,252000,252000,252000
"430","Serruria adscendens_total_curr_2010.csv","Serruria adscendens",252000,252000,252000,252000,252000,252000
"431","Serruria adscendens_total_curr_2040.csv","Serruria adscendens",252000,252000,252000,252000,252000,252000
"432","Serruria adscendens_total_curr_2070.csv","Serruria adscendens",252000,252000,252000,252000,252000,252000
"433","Serruria aemula_total_curr_2010.csv","Serruria aemula",252000,252000,252000,252000,252000,252000
"434","Serruria aemula_total_curr_2040.csv","Serruria aemula",252000,252000,252000,252000,252000,252000
"435","Serruria aemula_total_curr_2070.csv","Serruria aemula",252000,252000,252000,252000,252000,252000
"436","Serruria bolusii_total_curr_2010.csv","Serruria bolusii",252000,252000,252000,252000,252000,252000
"437","Serruria bolusii_total_curr_2040.csv","Serruria bolusii",252000,252000,252000,252000,252000,252000
"438","Serruria bolusii_total_curr_2070.csv","Serruria bolusii",252000,252000,252000,252000,252000,252000
"439","Serruria brownii_total_curr_2010.csv","Serruria brownii",252000,252000,252000,252000,252000,252000
"440","Serruria brownii_total_curr_2040.csv","Serruria brownii",252000,252000,252000,252000,252000,252000
"441","Serruria brownii_total_curr_2070.csv","Serruria brownii",252000,252000,252000,252000,252000,252000
"442","Serruria candicans_total_curr_2010.csv","Serruria candicans",252000,252000,252000,252000,252000,252000
"443","Serruria candicans_total_curr_2040.csv","Serruria candicans",252000,252000,252000,252000,252000,252000
"444","Serruria candicans_total_curr_2070.csv","Serruria candicans",252000,252000,252000,252000,252000,252000
"445","Serruria cyanoides_total_curr_2010.csv","Serruria cyanoides",252000,252000,252000,252000,252000,252000
"446","Serruria cyanoides_total_curr_2040.csv","Serruria cyanoides",252000,252000,252000,252000,252000,252000
"447","Serruria cyanoides_total_curr_2070.csv","Serruria cyanoides",252000,252000,252000,252000,252000,252000
"448","Serruria decipiens_total_curr_2010.csv","Serruria decipiens",252000,252000,252000,252000,252000,252000
"449","Serruria decipiens_total_curr_2040.csv","Serruria decipiens",252000,252000,252000,252000,252000,252000
"450","Serruria decipiens_total_curr_2070.csv","Serruria decipiens",252000,252000,252000,252000,252000,252000
"451","Serruria decumbens_total_curr_2010.csv","Serruria decumbens",252000,252000,252000,252000,252000,252000
"452","Serruria decumbens_total_curr_2040.csv","Serruria decumbens",252000,252000,252000,252000,252000,252000
"453","Serruria decumbens_total_curr_2070.csv","Serruria decumbens",252000,252000,252000,252000,252000,252000
"454","Serruria effusa_total_curr_2010.csv","Serruria effusa",252000,252000,252000,252000,252000,252000
"455","Serruria effusa_total_curr_2040.csv","Serruria effusa",252000,252000,252000,252000,252000,252000
"456","Serruria effusa_total_curr_2070.csv","Serruria effusa",252000,252000,252000,252000,252000,252000
"457","Serruria elongata_total_curr_2010.csv","Serruria elongata",252000,252000,252000,252000,252000,252000
"458","Serruria elongata_total_curr_2040.csv","Serruria elongata",252000,252000,252000,252000,252000,252000
"459","Serruria elongata_total_curr_2070.csv","Serruria elongata",252000,252000,252000,252000,252000,252000
"460","Serruria fasciflora_total_curr_2010.csv","Serruria fasciflora",252000,252000,252000,252000,252000,252000
"461","Serruria fasciflora_total_curr_2040.csv","Serruria fasciflora",252000,252000,252000,252000,252000,252000
"462","Serruria fasciflora_total_curr_2070.csv","Serruria fasciflora",252000,252000,252000,252000,252000,252000
"463","Serruria flagellifolia_total_curr_2010.csv","Serruria flagellifolia",252000,252000,252000,252000,252000,252000
"464","Serruria flagellifolia_total_curr_2040.csv","Serruria flagellifolia",252000,252000,252000,252000,252000,252000
"465","Serruria flagellifolia_total_curr_2070.csv","Serruria flagellifolia",252000,252000,252000,252000,252000,252000
"466","Serruria flava_total_curr_2010.csv","Serruria flava",252000,252000,252000,252000,252000,252000
"467","Serruria flava_total_curr_2040.csv","Serruria flava",252000,252000,252000,252000,252000,252000
"468","Serruria flava_total_curr_2070.csv","Serruria flava",252000,252000,252000,252000,252000,252000
"469","Serruria florida_total_curr_2010.csv","Serruria florida",252000,252000,252000,252000,252000,252000
"470","Serruria florida_total_curr_2040.csv","Serruria florida",252000,252000,252000,252000,252000,252000
"471","Serruria florida_total_curr_2070.csv","Serruria florida",252000,252000,252000,252000,252000,252000
"472","Serruria fucifolia_total_curr_2010.csv","Serruria fucifolia",252000,252000,252000,252000,252000,252000
"473","Serruria fucifolia_total_curr_2040.csv","Serruria fucifolia",252000,252000,252000,252000,252000,252000
"474","Serruria fucifolia_total_curr_2070.csv","Serruria fucifolia",252000,252000,252000,252000,252000,252000
"475","Serruria furcellata_total_curr_2010.csv","Serruria furcellata",252000,252000,252000,252000,252000,252000
"476","Serruria furcellata_total_curr_2040.csv","Serruria furcellata",252000,252000,252000,252000,252000,252000
"477","Serruria furcellata_total_curr_2070.csv","Serruria furcellata",252000,252000,252000,252000,252000,252000
"478","Serruria glomerata_total_curr_2010.csv","Serruria glomerata",252000,252000,252000,252000,252000,252000
"479","Serruria glomerata_total_curr_2040.csv","Serruria glomerata",252000,252000,252000,252000,252000,252000
"480","Serruria glomerata_total_curr_2070.csv","Serruria glomerata",252000,252000,252000,252000,252000,252000
"481","Serruria heterophylla_total_curr_2010.csv","Serruria heterophylla",252000,252000,252000,252000,252000,252000
"482","Serruria heterophylla_total_curr_2040.csv","Serruria heterophylla",252000,252000,252000,252000,252000,252000
"483","Serruria heterophylla_total_curr_2070.csv","Serruria heterophylla",252000,252000,252000,252000,252000,252000
"484","Serruria hirsuta_total_curr_2010.csv","Serruria hirsuta",252000,252000,252000,252000,252000,252000
"485","Serruria hirsuta_total_curr_2040.csv","Serruria hirsuta",252000,252000,252000,252000,252000,252000
"486","Serruria hirsuta_total_curr_2070.csv","Serruria hirsuta",252000,252000,252000,252000,252000,252000
"487","Serruria inconspicua_total_curr_2010.csv","Serruria inconspicua",252000,252000,252000,252000,252000,252000
"488","Serruria inconspicua_total_curr_2040.csv","Serruria inconspicua",252000,252000,252000,252000,252000,252000
"489","Serruria inconspicua_total_curr_2070.csv","Serruria inconspicua",252000,252000,252000,252000,252000,252000
"490","Serruria incrassata_total_curr_2010.csv","Serruria incrassata",252000,252000,252000,252000,252000,252000
"491","Serruria incrassata_total_curr_2040.csv","Serruria incrassata",252000,252000,252000,252000,252000,252000
"492","Serruria incrassata_total_curr_2070.csv","Serruria incrassata",252000,252000,252000,252000,252000,252000
"493","Serruria kraussii_total_curr_2010.csv","Serruria kraussii",252000,252000,252000,252000,252000,252000
"494","Serruria kraussii_total_curr_2040.csv","Serruria kraussii",252000,252000,252000,252000,252000,252000
"495","Serruria kraussii_total_curr_2070.csv","Serruria kraussii",252000,252000,252000,252000,252000,252000
"496","Serruria leipoldtii_total_curr_2010.csv","Serruria leipoldtii",252000,252000,252000,252000,252000,252000
"497","Serruria leipoldtii_total_curr_2040.csv","Serruria leipoldtii",252000,252000,252000,252000,252000,252000
"498","Serruria leipoldtii_total_curr_2070.csv","Serruria leipoldtii",252000,252000,252000,252000,252000,252000
"499","Serruria linearis_total_curr_2010.csv","Serruria linearis",252000,252000,252000,252000,252000,252000
"500","Serruria linearis_total_curr_2040.csv","Serruria linearis",252000,252000,252000,252000,252000,252000
"501","Serruria linearis_total_curr_2070.csv","Serruria linearis",252000,252000,252000,252000,252000,252000
"502","Serruria meisneriana_total_curr_2010.csv","Serruria meisneriana",252000,252000,252000,252000,252000,252000
"503","Serruria meisneriana_total_curr_2040.csv","Serruria meisneriana",252000,252000,252000,252000,252000,252000
"504","Serruria meisneriana_total_curr_2070.csv","Serruria meisneriana",252000,252000,252000,252000,252000,252000
"505","Serruria millefolia_total_curr_2010.csv","Serruria millefolia",252000,252000,252000,252000,252000,252000
"506","Serruria millefolia_total_curr_2040.csv","Serruria millefolia",252000,252000,252000,252000,252000,252000
"507","Serruria millefolia_total_curr_2070.csv","Serruria millefolia",252000,252000,252000,252000,252000,252000
"508","Serruria nervosa_total_curr_2010.csv","Serruria nervosa",252000,252000,252000,252000,252000,252000
"509","Serruria nervosa_total_curr_2040.csv","Serruria nervosa",252000,252000,252000,252000,252000,252000
"510","Serruria nervosa_total_curr_2070.csv","Serruria nervosa",252000,252000,252000,252000,252000,252000
"511","Serruria pinnata_total_curr_2010.csv","Serruria pinnata",252000,252000,252000,252000,252000,252000
"512","Serruria pinnata_total_curr_2040.csv","Serruria pinnata",252000,252000,252000,252000,252000,252000
"513","Serruria pinnata_total_curr_2070.csv","Serruria pinnata",252000,252000,252000,252000,252000,252000
"514","Serruria reflexa_total_curr_2010.csv","Serruria reflexa",252000,252000,252000,252000,252000,252000
"515","Serruria reflexa_total_curr_2040.csv","Serruria reflexa",252000,252000,252000,252000,252000,252000
"516","Serruria reflexa_total_curr_2070.csv","Serruria reflexa",252000,252000,252000,252000,252000,252000
"517","Serruria rosea_total_curr_2010.csv","Serruria rosea",252000,252000,252000,252000,252000,252000
"518","Serruria rosea_total_curr_2040.csv","Serruria rosea",252000,252000,252000,252000,252000,252000
"519","Serruria rosea_total_curr_2070.csv","Serruria rosea",252000,252000,252000,252000,252000,252000
"520","Serruria roxburghii_total_curr_2010.csv","Serruria roxburghii",252000,252000,252000,252000,252000,252000
"521","Serruria roxburghii_total_curr_2040.csv","Serruria roxburghii",252000,252000,252000,252000,252000,252000
"522","Serruria roxburghii_total_curr_2070.csv","Serruria roxburghii",252000,252000,252000,252000,252000,252000
"523","Serruria rubricaulis_total_curr_2010.csv","Serruria rubricaulis",252000,252000,252000,252000,252000,252000
"524","Serruria rubricaulis_total_curr_2040.csv","Serruria rubricaulis",252000,252000,252000,252000,252000,252000
"525","Serruria rubricaulis_total_curr_2070.csv","Serruria rubricaulis",252000,252000,252000,252000,252000,252000
"526","Serruria trilopha_total_curr_2010.csv","Serruria trilopha",252000,252000,252000,252000,252000,252000
"527","Serruria trilopha_total_curr_2040.csv","Serruria trilopha",252000,252000,252000,252000,252000,252000
"528","Serruria trilopha_total_curr_2070.csv","Serruria trilopha",252000,252000,252000,252000,252000,252000
"529","Serruria triternata_total_curr_2010.csv","Serruria triternata",252000,252000,252000,252000,252000,252000
"530","Serruria triternata_total_curr_2040.csv","Serruria triternata",252000,252000,252000,252000,252000,252000
"531","Serruria triternata_total_curr_2070.csv","Serruria triternata",252000,252000,252000,252000,252000,252000
"532","Serruria villosa_total_curr_2010.csv","Serruria villosa",252000,252000,252000,252000,252000,252000
"533","Serruria villosa_total_curr_2040.csv","Serruria villosa",252000,252000,252000,252000,252000,252000
"534","Serruria villosa_total_curr_2070.csv","Serruria villosa",252000,252000,252000,252000,252000,252000
