"","x","y","Leucadendron_argenteum_current_bin_50","Leucadendron_argenteum_cc2040_bin_50","layer"
"471",18.9625,-31.7375,0,0,"1"
"472",18.9708333333333,-31.7375,0,0,"1"
"473",18.9791666666667,-31.7375,0,0,"1"
"474",18.9875,-31.7375,0,0,"1"
"475",18.9958333333333,-31.7375,0,0,"1"
"476",19.0041666666667,-31.7375,0,0,"1"
"477",19.0125,-31.7375,0,0,"1"
"478",19.0208333333333,-31.7375,0,0,"1"
"479",19.0291666666667,-31.7375,0,0,"1"
"480",19.0375,-31.7375,0,0,"1"
"481",19.0458333333333,-31.7375,0,0,"1"
"482",19.0541666666667,-31.7375,0,0,"1"
"483",19.0625,-31.7375,0,0,"1"
"484",19.0708333333333,-31.7375,0,0,"1"
"485",19.0791666666667,-31.7375,0,0,"1"
"486",18.3458333333333,-31.7458333333333,0,0,"1"
"487",18.3541666666667,-31.7458333333333,0,0,"1"
"488",18.3625,-31.7458333333333,0,0,"1"
"489",18.3708333333333,-31.7458333333333,0,0,"1"
"490",18.4125,-31.7458333333333,0,0,"1"
"491",18.4208333333333,-31.7458333333333,0,0,"1"
"492",18.6875,-31.7458333333333,0,0,"1"
"493",18.6958333333333,-31.7458333333333,0,0,"1"
"494",18.7041666666667,-31.7458333333333,0,0,"1"
"495",18.7125,-31.7458333333333,0,0,"1"
"496",18.7208333333333,-31.7458333333333,0,0,"1"
"497",18.7291666666667,-31.7458333333333,0,0,"1"
"498",18.7375,-31.7458333333333,0,0,"1"
"499",18.7458333333333,-31.7458333333333,0,0,"1"
"500",18.7541666666667,-31.7458333333333,0,0,"1"
"501",18.7625,-31.7458333333333,0,0,"1"
"502",18.7708333333333,-31.7458333333333,0,0,"1"
"503",18.7791666666667,-31.7458333333333,0,0,"1"
"504",18.7875,-31.7458333333333,0,0,"1"
"505",18.7958333333333,-31.7458333333333,0,0,"1"
"506",18.8125,-31.7458333333333,0,0,"1"
"507",18.8208333333333,-31.7458333333333,0,0,"1"
"508",18.8291666666667,-31.7458333333333,0,0,"1"
"509",18.8375,-31.7458333333333,0,0,"1"
"510",18.8458333333333,-31.7458333333333,0,0,"1"
"511",18.8541666666667,-31.7458333333333,0,0,"1"
"512",18.8625,-31.7458333333333,0,0,"1"
"513",18.8708333333333,-31.7458333333333,0,0,"1"
"514",18.8791666666667,-31.7458333333333,0,0,"1"
"515",18.8875,-31.7458333333333,0,0,"1"
"516",18.8958333333333,-31.7458333333333,0,0,"1"
"517",18.9541666666667,-31.7458333333333,0,0,"1"
"518",18.9625,-31.7458333333333,0,0,"1"
"519",18.9708333333333,-31.7458333333333,0,0,"1"
"520",18.9791666666667,-31.7458333333333,0,0,"1"
"521",18.9875,-31.7458333333333,0,0,"1"
"522",18.9958333333333,-31.7458333333333,0,0,"1"
"523",19.0041666666667,-31.7458333333333,0,0,"1"
"524",19.0125,-31.7458333333333,0,0,"1"
"525",19.0208333333333,-31.7458333333333,0,0,"1"
"526",19.0291666666667,-31.7458333333333,0,0,"1"
"527",19.0375,-31.7458333333333,0,0,"1"
"528",19.0458333333333,-31.7458333333333,0,0,"1"
"529",19.0541666666667,-31.7458333333333,0,0,"1"
"530",19.0625,-31.7458333333333,0,0,"1"
"531",19.0708333333333,-31.7458333333333,0,0,"1"
"532",19.0791666666667,-31.7458333333333,0,0,"1"
