"","filename","species","current","cc","cn","gf","he","mp"
"527","Serruria trilopha_presence_curr_2040.csv","Serruria trilopha",4874,8783,9771,9211,11870,6443
"528","Serruria trilopha_presence_curr_2070.csv","Serruria trilopha",4874,15639,17063,15362,21974,7812
"529","Serruria triternata_presence_curr_2010.csv","Serruria triternata",3961,3275,3324,3193,3237,3128
"530","Serruria triternata_presence_curr_2040.csv","Serruria triternata",3961,1497,1570,920,1378,932
"531","Serruria triternata_presence_curr_2070.csv","Serruria triternata",3961,352,389,0,230,6
"532","Serruria villosa_presence_curr_2010.csv","Serruria villosa",315,360,386,362,386,349
"533","Serruria villosa_presence_curr_2040.csv","Serruria villosa",315,627,778,537,721,494
"534","Serruria villosa_presence_curr_2070.csv","Serruria villosa",315,907,1383,650,1317,643
"535","Sorocephalus capitatus_presence_curr_2010.csv","Sorocephalus capitatus",6999,6148,5531,6351,5943,5733
"536","Sorocephalus capitatus_presence_curr_2040.csv","Sorocephalus capitatus",6999,3467,1963,4203,2899,2394
"537","Sorocephalus capitatus_presence_curr_2070.csv","Sorocephalus capitatus",6999,1488,1752,2155,1436,593
"538","Spatalla barbigera_presence_curr_2010.csv","Spatalla barbigera",11434,9751,9089,11188,9444,9345
"539","Spatalla barbigera_presence_curr_2040.csv","Spatalla barbigera",11434,4962,2903,9878,2682,4206
"540","Spatalla barbigera_presence_curr_2070.csv","Spatalla barbigera",11434,1606,263,8074,802,1985
"541","Spatalla caudata_presence_curr_2010.csv","Spatalla caudata",7738,6630,6364,6730,6237,6467
"542","Spatalla caudata_presence_curr_2040.csv","Spatalla caudata",7738,2449,1644,2905,1339,1903
"543","Spatalla caudata_presence_curr_2070.csv","Spatalla caudata",7738,118,2950,37,15,38
"544","Spatalla colorata_presence_curr_2010.csv","Spatalla colorata",3051,2504,2419,1643,2320,2303
"545","Spatalla colorata_presence_curr_2040.csv","Spatalla colorata",3051,1465,1328,291,1035,1046
"546","Spatalla colorata_presence_curr_2070.csv","Spatalla colorata",3051,686,594,71,330,415
"547","Spatalla curvifolia_presence_curr_2010.csv","Spatalla curvifolia",5796,4879,4648,4453,4662,4684
"548","Spatalla curvifolia_presence_curr_2040.csv","Spatalla curvifolia",5796,2958,2489,2181,2506,2549
"549","Spatalla curvifolia_presence_curr_2070.csv","Spatalla curvifolia",5796,1806,1337,1054,1544,1137
"550","Spatalla longifolia_presence_curr_2010.csv","Spatalla longifolia",9195,8471,8504,7820,8452,8138
"551","Spatalla longifolia_presence_curr_2040.csv","Spatalla longifolia",9195,6993,7034,5075,6851,5839
"552","Spatalla longifolia_presence_curr_2070.csv","Spatalla longifolia",9195,5708,5541,2878,4961,3490
"553","Spatalla mollis_presence_curr_2010.csv","Spatalla mollis",2431,2192,2138,2006,2147,2092
"554","Spatalla mollis_presence_curr_2040.csv","Spatalla mollis",2431,1602,1520,1159,1510,1319
"555","Spatalla mollis_presence_curr_2070.csv","Spatalla mollis",2431,935,770,217,656,367
"556","Spatalla prolifera_presence_curr_2010.csv","Spatalla prolifera",1031,904,934,789,896,800
"557","Spatalla prolifera_presence_curr_2040.csv","Spatalla prolifera",1031,468,573,207,515,215
"558","Spatalla prolifera_presence_curr_2070.csv","Spatalla prolifera",1031,150,282,18,222,17
"559","Spatalla propinqua_presence_curr_2010.csv","Spatalla propinqua",20465,18555,18188,16834,17322,17382
"560","Spatalla propinqua_presence_curr_2040.csv","Spatalla propinqua",20465,13932,13457,9125,10716,10463
"561","Spatalla propinqua_presence_curr_2070.csv","Spatalla propinqua",20465,10419,9652,5197,6568,6815
"562","Spatalla racemosa_presence_curr_2010.csv","Spatalla racemosa",5970,6217,5972,5715,5892,6268
"563","Spatalla racemosa_presence_curr_2040.csv","Spatalla racemosa",5970,6028,5376,4615,5197,6094
"564","Spatalla racemosa_presence_curr_2070.csv","Spatalla racemosa",5970,5736,4700,3891,4357,5369
"565","Spatalla setacea_presence_curr_2010.csv","Spatalla setacea",1947,1516,1441,1106,1233,1235
"566","Spatalla setacea_presence_curr_2040.csv","Spatalla setacea",1947,443,348,103,184,171
"567","Spatalla setacea_presence_curr_2070.csv","Spatalla setacea",1947,104,57,0,1,1
"568","Spatalla squamata_presence_curr_2010.csv","Spatalla squamata",3139,2809,2675,2758,2706,2658
"569","Spatalla squamata_presence_curr_2040.csv","Spatalla squamata",3139,821,299,947,397,318
"570","Spatalla squamata_presence_curr_2070.csv","Spatalla squamata",3139,62,16,49,29,30
"571","Spatalla tulbaghensis_presence_curr_2010.csv","Spatalla tulbaghensis",1080,193,141,206,130,112
"572","Spatalla tulbaghensis_presence_curr_2040.csv","Spatalla tulbaghensis",1080,0,0,0,0,0
"573","Spatalla tulbaghensis_presence_curr_2070.csv","Spatalla tulbaghensis",1080,0,0,0,0,0
