"","filename","species","current","cc","cn","gf","he","mp"
"1","Aulax pallasia_presence_curr_2010.csv","Aulax pallasia",16801,14860,14757,14338,14555,14511
"2","Aulax pallasia_presence_curr_2040.csv","Aulax pallasia",16801,10019,9459,7731,8460,8375
"3","Aulax pallasia_presence_curr_2070.csv","Aulax pallasia",16801,5325,4495,2917,3440,3475
"4","Aulax umbellata_presence_curr_2010.csv","Aulax umbellata",8396,8009,7689,7392,7471,7551
"5","Aulax umbellata_presence_curr_2040.csv","Aulax umbellata",8396,5743,4703,3600,4306,4466
"6","Aulax umbellata_presence_curr_2070.csv","Aulax umbellata",8396,4156,3702,1839,2735,2630
"7","Brabejum stellatifolium_presence_curr_2010.csv","Brabejum stellatifolium",26201,25965,25750,25763,25487,25334
"8","Brabejum stellatifolium_presence_curr_2040.csv","Brabejum stellatifolium",26201,24872,24326,24737,23035,22535
"9","Brabejum stellatifolium_presence_curr_2070.csv","Brabejum stellatifolium",26201,36476,37885,36317,38855,32604
"10","Diastella buekii_presence_curr_2010.csv","Diastella buekii",11822,11553,11941,11302,11475,11227
"11","Diastella buekii_presence_curr_2040.csv","Diastella buekii",11822,11023,12464,10257,10868,9880
"12","Diastella buekii_presence_curr_2070.csv","Diastella buekii",11822,10983,13531,9329,10702,8861
"13","Diastella divaricata_presence_curr_2010.csv","Diastella divaricata",2302,2014,1943,1721,1916,1768
"14","Diastella divaricata_presence_curr_2040.csv","Diastella divaricata",2302,1235,1116,687,1011,750
"15","Diastella divaricata_presence_curr_2070.csv","Diastella divaricata",2302,812,732,146,471,220
"16","Diastella fraterna_presence_curr_2010.csv","Diastella fraterna",1455,1425,1402,1373,1456,1442
"17","Diastella fraterna_presence_curr_2040.csv","Diastella fraterna",1455,1117,951,1007,1164,1101
"18","Diastella fraterna_presence_curr_2070.csv","Diastella fraterna",1455,708,479,551,736,434
"19","Diastella parilis_presence_curr_2010.csv","Diastella parilis",1910,1779,1857,1706,1745,1699
"20","Diastella parilis_presence_curr_2040.csv","Diastella parilis",1910,1311,1562,1107,1148,1034
"21","Diastella parilis_presence_curr_2070.csv","Diastella parilis",1910,2119,5452,7019,7977,3858
"22","Diastella proteoides_presence_curr_2010.csv","Diastella proteoides",9034,9486,9582,9074,9614,9247
"23","Diastella proteoides_presence_curr_2040.csv","Diastella proteoides",9034,8822,8920,7142,8919,7552
"24","Diastella proteoides_presence_curr_2070.csv","Diastella proteoides",9034,6679,6649,3066,5495,3395
"25","Diastella thymelaeoides_presence_curr_2010.csv","Diastella thymelaeoides",1607,1821,1718,1741,1768,1845
"26","Diastella thymelaeoides_presence_curr_2040.csv","Diastella thymelaeoides",1607,2426,1975,2007,2113,2552
"27","Diastella thymelaeoides_presence_curr_2070.csv","Diastella thymelaeoides",1607,3065,2241,2221,2439,3161
"28","Leucadendron album_presence_curr_2010.csv","Leucadendron album",10782,7671,7385,6966,7270,7174
"29","Leucadendron album_presence_curr_2040.csv","Leucadendron album",10782,3367,2844,2232,2725,2691
"30","Leucadendron album_presence_curr_2070.csv","Leucadendron album",10782,1370,792,400,615,866
"31","Leucadendron argenteum_presence_curr_2010.csv","Leucadendron argenteum",5218,4936,5060,4676,5008,4535
"32","Leucadendron argenteum_presence_curr_2040.csv","Leucadendron argenteum",5218,4180,4630,2939,4361,2518
"33","Leucadendron argenteum_presence_curr_2070.csv","Leucadendron argenteum",5218,3328,4263,1004,3610,767
"34","Leucadendron brunioides_presence_curr_2010.csv","Leucadendron brunioides",16062,20247,20853,21806,20958,21180
"35","Leucadendron brunioides_presence_curr_2040.csv","Leucadendron brunioides",16062,27688,28908,32340,29650,30335
"36","Leucadendron brunioides_presence_curr_2070.csv","Leucadendron brunioides",16062,87079,102365,87880,111010,105421
"37","Leucadendron burchellii_presence_curr_2010.csv","Leucadendron burchellii",5030,4277,4151,3881,3977,3942
"38","Leucadendron burchellii_presence_curr_2040.csv","Leucadendron burchellii",5030,2241,1867,1007,1264,1113
"39","Leucadendron burchellii_presence_curr_2070.csv","Leucadendron burchellii",5030,814,523,117,234,153
"40","Leucadendron chamelaea_presence_curr_2010.csv","Leucadendron chamelaea",9018,7030,7002,6781,6698,6507
"41","Leucadendron chamelaea_presence_curr_2040.csv","Leucadendron chamelaea",9018,3971,4021,3507,3471,3134
"42","Leucadendron chamelaea_presence_curr_2070.csv","Leucadendron chamelaea",9018,2248,2218,1485,1519,1235
"43","Leucadendron cinereum_presence_curr_2010.csv","Leucadendron cinereum",10081,9176,9268,7990,8851,9060
"44","Leucadendron cinereum_presence_curr_2040.csv","Leucadendron cinereum",10081,8727,9114,6792,9002,8274
"45","Leucadendron cinereum_presence_curr_2070.csv","Leucadendron cinereum",10081,9160,9668,6140,9793,7208
"46","Leucadendron concavum_presence_curr_2010.csv","Leucadendron concavum",2318,2365,1267,2705,2143,1695
"47","Leucadendron concavum_presence_curr_2040.csv","Leucadendron concavum",2318,3402,53,4167,2759,1538
"48","Leucadendron concavum_presence_curr_2070.csv","Leucadendron concavum",2318,2784,0,3078,1026,555
"49","Leucadendron conicum_presence_curr_2010.csv","Leucadendron conicum",4076,3525,3304,3447,3258,3199
"50","Leucadendron conicum_presence_curr_2040.csv","Leucadendron conicum",4076,2063,930,1316,889,1225
"51","Leucadendron conicum_presence_curr_2070.csv","Leucadendron conicum",4076,709,41,163,73,183
"52","Leucadendron coniferum_presence_curr_2010.csv","Leucadendron coniferum",4927,5310,5336,4820,5206,4951
"53","Leucadendron coniferum_presence_curr_2040.csv","Leucadendron coniferum",4927,6660,6715,4515,6246,4886
"54","Leucadendron coniferum_presence_curr_2070.csv","Leucadendron coniferum",4927,9363,8913,5086,7980,6024
"55","Leucadendron cordatum_presence_curr_2010.csv","Leucadendron cordatum",7855,7079,7410,5849,6807,7019
"56","Leucadendron cordatum_presence_curr_2040.csv","Leucadendron cordatum",7855,4448,5661,1588,3465,3995
"57","Leucadendron cordatum_presence_curr_2070.csv","Leucadendron cordatum",7855,3196,4848,599,2106,2537
"58","Leucadendron coriaceum_presence_curr_2010.csv","Leucadendron coriaceum",10650,11314,11179,10640,11180,11553
"59","Leucadendron coriaceum_presence_curr_2040.csv","Leucadendron coriaceum",10650,11447,12783,7280,11722,11485
"60","Leucadendron coriaceum_presence_curr_2070.csv","Leucadendron coriaceum",10650,13441,16442,2853,9752,11262
"61","Leucadendron corymbosum_presence_curr_2010.csv","Leucadendron corymbosum",8670,9349,9629,9318,9530,9200
"62","Leucadendron corymbosum_presence_curr_2040.csv","Leucadendron corymbosum",8670,10319,10982,9009,10029,9021
"63","Leucadendron corymbosum_presence_curr_2070.csv","Leucadendron corymbosum",8670,9087,9553,5835,7488,5796
"64","Leucadendron daphnoides_presence_curr_2010.csv","Leucadendron daphnoides",12057,11835,11965,11483,11738,11505
"65","Leucadendron daphnoides_presence_curr_2040.csv","Leucadendron daphnoides",12057,11358,12046,9674,10933,10134
"66","Leucadendron daphnoides_presence_curr_2070.csv","Leucadendron daphnoides",12057,11688,12823,8077,10036,8557
"67","Leucadendron diemontianum_presence_curr_2010.csv","Leucadendron diemontianum",8316,7036,6168,7708,6517,6439
"68","Leucadendron diemontianum_presence_curr_2040.csv","Leucadendron diemontianum",8316,4063,2445,5972,3188,2987
"69","Leucadendron diemontianum_presence_curr_2070.csv","Leucadendron diemontianum",8316,3119,6929,3833,6505,2083
"70","Leucadendron dregei_presence_curr_2010.csv","Leucadendron dregei",2770,2179,2060,2108,1983,2073
"71","Leucadendron dregei_presence_curr_2040.csv","Leucadendron dregei",2770,796,454,659,369,603
"72","Leucadendron dregei_presence_curr_2070.csv","Leucadendron dregei",2770,196,62,94,45,95
"73","Leucadendron dubium_presence_curr_2010.csv","Leucadendron dubium",5492,4360,4474,4359,4003,4096
"74","Leucadendron dubium_presence_curr_2040.csv","Leucadendron dubium",5492,1604,1265,2227,725,624
"75","Leucadendron dubium_presence_curr_2070.csv","Leucadendron dubium",5492,2953,95,2249,687,0
"76","Leucadendron elimense_presence_curr_2010.csv","Leucadendron elimense",9571,9115,8817,8538,8728,8956
"77","Leucadendron elimense_presence_curr_2040.csv","Leucadendron elimense",9571,6493,5512,4518,5017,5599
"78","Leucadendron elimense_presence_curr_2070.csv","Leucadendron elimense",9571,3995,2748,1727,1951,2490
"79","Leucadendron eucalyptifolium_presence_curr_2010.csv","Leucadendron eucalyptifolium",16794,14145,13947,14165,13365,13375
"80","Leucadendron eucalyptifolium_presence_curr_2040.csv","Leucadendron eucalyptifolium",16794,5899,5440,5988,4421,4459
"81","Leucadendron eucalyptifolium_presence_curr_2070.csv","Leucadendron eucalyptifolium",16794,2703,2207,2826,1289,1567
"82","Leucadendron floridum_presence_curr_2010.csv","Leucadendron floridum",4866,4695,5088,4740,5397,4066
"83","Leucadendron floridum_presence_curr_2040.csv","Leucadendron floridum",4866,4214,5692,4108,6783,2100
"84","Leucadendron floridum_presence_curr_2070.csv","Leucadendron floridum",4866,3739,6182,3340,7570,734
"85","Leucadendron foedum_presence_curr_2010.csv","Leucadendron foedum",5871,6280,6311,5986,6158,6557
"86","Leucadendron foedum_presence_curr_2040.csv","Leucadendron foedum",5871,7412,7633,5021,6551,8557
"87","Leucadendron foedum_presence_curr_2070.csv","Leucadendron foedum",5871,8209,9592,2620,6041,9946
"88","Leucadendron galpinii_presence_curr_2010.csv","Leucadendron galpinii",9059,10766,10365,10074,10321,10502
"89","Leucadendron galpinii_presence_curr_2040.csv","Leucadendron galpinii",9059,17226,16565,12101,16406,15282
"90","Leucadendron galpinii_presence_curr_2070.csv","Leucadendron galpinii",9059,32816,27424,16393,24222,22809
"91","Leucadendron glaberrimum_presence_curr_2010.csv","Leucadendron glaberrimum",17388,14128,13386,14314,13671,13374
"92","Leucadendron glaberrimum_presence_curr_2040.csv","Leucadendron glaberrimum",17388,9018,6948,9662,8031,7378
"93","Leucadendron glaberrimum_presence_curr_2070.csv","Leucadendron glaberrimum",17388,5722,3959,6214,4160,3060
"94","Leucadendron globosum_presence_curr_2010.csv","Leucadendron globosum",3769,3121,3073,2706,3026,2956
"95","Leucadendron globosum_presence_curr_2040.csv","Leucadendron globosum",3769,1318,1160,662,1005,914
"96","Leucadendron globosum_presence_curr_2070.csv","Leucadendron globosum",3769,359,301,85,256,110
"97","Leucadendron gydoense_presence_curr_2010.csv","Leucadendron gydoense",14659,12515,11657,12685,12066,11732
"98","Leucadendron gydoense_presence_curr_2040.csv","Leucadendron gydoense",14659,8551,5671,9155,7059,6319
"99","Leucadendron gydoense_presence_curr_2070.csv","Leucadendron gydoense",14659,4651,7066,5708,6275,2538
"100","Leucadendron lanigerum_presence_curr_2010.csv","Leucadendron lanigerum",10894,10672,10970,10458,10738,10353
"101","Leucadendron lanigerum_presence_curr_2040.csv","Leucadendron lanigerum",10894,8434,9045,7454,8316,7202
"102","Leucadendron lanigerum_presence_curr_2070.csv","Leucadendron lanigerum",10894,6328,6507,3687,5013,2900
"103","Leucadendron laxum_presence_curr_2010.csv","Leucadendron laxum",4619,4264,4142,4091,4228,4172
"104","Leucadendron laxum_presence_curr_2040.csv","Leucadendron laxum",4619,1742,1264,1247,1394,1389
"105","Leucadendron laxum_presence_curr_2070.csv","Leucadendron laxum",4619,377,101,145,242,186
"106","Leucadendron levisanus_presence_curr_2010.csv","Leucadendron levisanus",4622,5630,5861,5526,6009,5534
"107","Leucadendron levisanus_presence_curr_2040.csv","Leucadendron levisanus",4622,10517,13010,9452,12914,9619
"108","Leucadendron levisanus_presence_curr_2070.csv","Leucadendron levisanus",4622,19659,22442,12291,21646,17454
"109","Leucadendron linifolium_presence_curr_2010.csv","Leucadendron linifolium",13101,16956,16336,14759,16215,17402
"110","Leucadendron linifolium_presence_curr_2040.csv","Leucadendron linifolium",13101,28054,27360,20217,27178,28739
"111","Leucadendron linifolium_presence_curr_2070.csv","Leucadendron linifolium",13101,39920,42547,26296,40468,39550
"112","Leucadendron loranthifolium_presence_curr_2010.csv","Leucadendron loranthifolium",13198,14329,13759,15531,14661,13830
"113","Leucadendron loranthifolium_presence_curr_2040.csv","Leucadendron loranthifolium",13198,20811,19876,25096,22619,18951
"114","Leucadendron loranthifolium_presence_curr_2070.csv","Leucadendron loranthifolium",13198,38166,36295,41296,45436,30780
"115","Leucadendron modestum_presence_curr_2010.csv","Leucadendron modestum",4461,4894,4863,4738,4907,4926
"116","Leucadendron modestum_presence_curr_2040.csv","Leucadendron modestum",4461,5031,4342,3960,4382,5233
"117","Leucadendron modestum_presence_curr_2070.csv","Leucadendron modestum",4461,4728,3697,3832,3784,4689
"118","Leucadendron nervosum_presence_curr_2010.csv","Leucadendron nervosum",4880,3819,3616,3362,3437,3411
"119","Leucadendron nervosum_presence_curr_2040.csv","Leucadendron nervosum",4880,1817,1397,1059,1160,1114
"120","Leucadendron nervosum_presence_curr_2070.csv","Leucadendron nervosum",4880,796,480,253,323,291
"121","Leucadendron nitidum_presence_curr_2010.csv","Leucadendron nitidum",8183,7179,6992,7144,6962,7041
"122","Leucadendron nitidum_presence_curr_2040.csv","Leucadendron nitidum",8183,3958,2951,3826,2776,3339
"123","Leucadendron nitidum_presence_curr_2070.csv","Leucadendron nitidum",8183,613,186,594,140,221
"124","Leucadendron platyspermum_presence_curr_2010.csv","Leucadendron platyspermum",4841,4350,4140,3934,4149,4278
"125","Leucadendron platyspermum_presence_curr_2040.csv","Leucadendron platyspermum",4841,2585,1934,1375,1709,2228
"126","Leucadendron platyspermum_presence_curr_2070.csv","Leucadendron platyspermum",4841,1375,456,159,280,452
"127","Leucadendron procerum_presence_curr_2010.csv","Leucadendron procerum",10637,10507,10265,11193,10566,10208
"128","Leucadendron procerum_presence_curr_2040.csv","Leucadendron procerum",10637,11838,10399,16928,12546,10101
"129","Leucadendron procerum_presence_curr_2070.csv","Leucadendron procerum",10637,23101,14654,56148,22559,10283
"130","Leucadendron pubescens_presence_curr_2010.csv","Leucadendron pubescens",13379,12687,11464,13131,12068,11988
"131","Leucadendron pubescens_presence_curr_2040.csv","Leucadendron pubescens",13379,9859,4698,11401,6759,7216
"132","Leucadendron pubescens_presence_curr_2070.csv","Leucadendron pubescens",13379,17755,20941,10328,22260,15890
"133","Leucadendron rubrum_presence_curr_2010.csv","Leucadendron rubrum",20991,18982,18564,18628,18518,18385
"134","Leucadendron rubrum_presence_curr_2040.csv","Leucadendron rubrum",20991,14084,12581,13459,12780,12154
"135","Leucadendron rubrum_presence_curr_2070.csv","Leucadendron rubrum",20991,15558,16318,10874,15058,11487
"136","Leucadendron salignum_presence_curr_2010.csv","Leucadendron salignum",15615,15537,15396,14751,15132,14991
"137","Leucadendron salignum_presence_curr_2040.csv","Leucadendron salignum",15615,15174,14524,11689,13334,12835
"138","Leucadendron salignum_presence_curr_2070.csv","Leucadendron salignum",15615,15367,14127,8478,11522,10630
"139","Leucadendron sericeum_presence_curr_2010.csv","Leucadendron sericeum",2377,2696,2416,2879,2659,2647
"140","Leucadendron sericeum_presence_curr_2040.csv","Leucadendron sericeum",2377,2792,1946,3292,2387,2649
"141","Leucadendron sericeum_presence_curr_2070.csv","Leucadendron sericeum",2377,9993,23194,5158,18575,16024
"142","Leucadendron sessile_presence_curr_2010.csv","Leucadendron sessile",11729,11492,11699,11406,11628,11319
"143","Leucadendron sessile_presence_curr_2040.csv","Leucadendron sessile",11729,10599,11420,9969,10911,9621
"144","Leucadendron sessile_presence_curr_2070.csv","Leucadendron sessile",11729,9534,10898,7864,9820,7708
"145","Leucadendron spissifolium_presence_curr_2010.csv","Leucadendron spissifolium",50432,49645,49556,48365,49074,48608
"146","Leucadendron spissifolium_presence_curr_2040.csv","Leucadendron spissifolium",50432,47419,46911,41436,44537,42885
"147","Leucadendron spissifolium_presence_curr_2070.csv","Leucadendron spissifolium",50432,46930,45463,34323,39799,38131
"148","Leucadendron stellare_presence_curr_2010.csv","Leucadendron stellare",16946,18957,19193,19609,19814,18633
"149","Leucadendron stellare_presence_curr_2040.csv","Leucadendron stellare",16946,23915,24722,25425,26142,22342
"150","Leucadendron stellare_presence_curr_2070.csv","Leucadendron stellare",16946,29979,30341,29832,33265,24035
"151","Leucadendron strobilinum_presence_curr_2010.csv","Leucadendron strobilinum",2146,1957,1934,1691,1857,1758
"152","Leucadendron strobilinum_presence_curr_2040.csv","Leucadendron strobilinum",2146,1423,1395,669,1143,829
"153","Leucadendron strobilinum_presence_curr_2070.csv","Leucadendron strobilinum",2146,989,982,91,571,224
"154","Leucadendron teretifolium_presence_curr_2010.csv","Leucadendron teretifolium",15776,17197,16120,14716,14869,17188
"155","Leucadendron teretifolium_presence_curr_2040.csv","Leucadendron teretifolium",15776,18443,15254,9171,11321,15877
"156","Leucadendron teretifolium_presence_curr_2070.csv","Leucadendron teretifolium",15776,23624,14443,6582,10700,12234
"157","Leucadendron thymifolium_presence_curr_2010.csv","Leucadendron thymifolium",14440,16572,16771,16589,17422,15817
"158","Leucadendron thymifolium_presence_curr_2040.csv","Leucadendron thymifolium",14440,22175,22787,21520,24299,20740
"159","Leucadendron thymifolium_presence_curr_2070.csv","Leucadendron thymifolium",14440,36342,34175,28275,36504,32180
"160","Leucadendron tinctum_presence_curr_2010.csv","Leucadendron tinctum",18297,16258,15555,15478,14947,15081
"161","Leucadendron tinctum_presence_curr_2040.csv","Leucadendron tinctum",18297,9485,7512,7231,6062,6405
"162","Leucadendron tinctum_presence_curr_2070.csv","Leucadendron tinctum",18297,5408,3047,3160,2027,2229
"163","Leucadendron verticillatum_presence_curr_2010.csv","Leucadendron verticillatum",1310,2185,2408,2481,2429,2050
"164","Leucadendron verticillatum_presence_curr_2040.csv","Leucadendron verticillatum",1310,5470,6353,7415,6770,4221
"165","Leucadendron verticillatum_presence_curr_2070.csv","Leucadendron verticillatum",1310,13034,13205,24325,19408,7760
"166","Leucospermum arenarium_presence_curr_2010.csv","Leucospermum arenarium",3380,511,381,290,363,461
"167","Leucospermum arenarium_presence_curr_2040.csv","Leucospermum arenarium",3380,49,4,1,142,37
"168","Leucospermum arenarium_presence_curr_2070.csv","Leucospermum arenarium",3380,344,1,26,1243,343
"169","Leucospermum bolusii_presence_curr_2010.csv","Leucospermum bolusii",5315,5819,5967,5538,5926,5606
"170","Leucospermum bolusii_presence_curr_2040.csv","Leucospermum bolusii",5315,7161,7656,5978,7451,6354
"171","Leucospermum bolusii_presence_curr_2070.csv","Leucospermum bolusii",5315,8225,8969,5865,8424,6817
"172","Leucospermum catherinae_presence_curr_2010.csv","Leucospermum catherinae",6718,6088,5714,6274,5940,5571
"173","Leucospermum catherinae_presence_curr_2040.csv","Leucospermum catherinae",6718,4049,2766,4737,3446,2717
"174","Leucospermum catherinae_presence_curr_2070.csv","Leucospermum catherinae",6718,2056,882,2318,1301,812
"175","Leucospermum conocarpodendron_presence_curr_2010.csv","Leucospermum conocarpodendron",6494,6676,6739,6333,6623,6540
"176","Leucospermum conocarpodendron_presence_curr_2040.csv","Leucospermum conocarpodendron",6494,7015,7162,5713,6732,6407
"177","Leucospermum conocarpodendron_presence_curr_2070.csv","Leucospermum conocarpodendron",6494,7161,7001,3934,5258,4927
"178","Leucospermum cordifolium_presence_curr_2010.csv","Leucospermum cordifolium",10215,9803,9500,9120,9394,9567
"179","Leucospermum cordifolium_presence_curr_2040.csv","Leucospermum cordifolium",10215,8097,6847,5349,5564,6247
"180","Leucospermum cordifolium_presence_curr_2070.csv","Leucospermum cordifolium",10215,5595,3691,1789,2023,2743
"181","Leucospermum erubescens_presence_curr_2010.csv","Leucospermum erubescens",12947,13428,12578,13443,12515,12615
"182","Leucospermum erubescens_presence_curr_2040.csv","Leucospermum erubescens",12947,14255,10906,14221,11101,10461
"183","Leucospermum erubescens_presence_curr_2070.csv","Leucospermum erubescens",12947,21370,11231,24135,12274,9349
"184","Leucospermum gracile_presence_curr_2010.csv","Leucospermum gracile",5341,4698,4441,4257,4448,4537
"185","Leucospermum gracile_presence_curr_2040.csv","Leucospermum gracile",5341,2577,1790,1391,1669,2049
"186","Leucospermum gracile_presence_curr_2070.csv","Leucospermum gracile",5341,1186,636,329,577,797
"187","Leucospermum heterophyllum_presence_curr_2010.csv","Leucospermum heterophyllum",3941,4545,4545,4523,4584,4574
"188","Leucospermum heterophyllum_presence_curr_2040.csv","Leucospermum heterophyllum",3941,6028,5705,5504,5875,5925
"189","Leucospermum heterophyllum_presence_curr_2070.csv","Leucospermum heterophyllum",3941,7411,6693,6407,6968,7138
"190","Leucospermum hypophyllocarpodendron_presence_curr_2010.csv","Leucospermum hypophyllocarpodendron",18074,20272,21388,18688,20470,20790
"191","Leucospermum hypophyllocarpodendron_presence_curr_2040.csv","Leucospermum hypophyllocarpodendron",18074,25638,29232,18821,25480,28577
"192","Leucospermum hypophyllocarpodendron_presence_curr_2070.csv","Leucospermum hypophyllocarpodendron",18074,35753,38945,17185,30469,37629
"193","Leucospermum lineare_presence_curr_2010.csv","Leucospermum lineare",3210,3037,3150,2730,2891,2834
"194","Leucospermum lineare_presence_curr_2040.csv","Leucospermum lineare",3210,2559,3036,1425,2040,1716
"195","Leucospermum lineare_presence_curr_2070.csv","Leucospermum lineare",3210,2331,3056,817,1612,1024
"196","Leucospermum muirii_presence_curr_2010.csv","Leucospermum muirii",7151,8155,7781,7878,7674,7804
"197","Leucospermum muirii_presence_curr_2040.csv","Leucospermum muirii",7151,14317,13112,11925,11504,10045
"198","Leucospermum muirii_presence_curr_2070.csv","Leucospermum muirii",7151,20138,16325,12384,10717,10768
"199","Leucospermum mundii_presence_curr_2010.csv","Leucospermum mundii",5750,5492,5225,5137,4696,4572
"200","Leucospermum mundii_presence_curr_2040.csv","Leucospermum mundii",5750,4389,3202,3433,2658,2219
"201","Leucospermum mundii_presence_curr_2070.csv","Leucospermum mundii",5750,3007,1440,2470,940,876
"202","Leucospermum parile_presence_curr_2010.csv","Leucospermum parile",8965,8449,8329,7824,8003,8627
"203","Leucospermum parile_presence_curr_2040.csv","Leucospermum parile",8965,5611,4970,4150,4174,5535
"204","Leucospermum parile_presence_curr_2070.csv","Leucospermum parile",8965,2311,1597,1306,1320,1182
"205","Leucospermum patersonii_presence_curr_2010.csv","Leucospermum patersonii",8865,8663,8328,7975,8380,8390
"206","Leucospermum patersonii_presence_curr_2040.csv","Leucospermum patersonii",8865,6156,5018,4234,4982,5054
"207","Leucospermum patersonii_presence_curr_2070.csv","Leucospermum patersonii",8865,3894,2544,1676,2336,2560
"208","Leucospermum pedunculatum_presence_curr_2010.csv","Leucospermum pedunculatum",3622,3601,3470,3355,3483,3455
"209","Leucospermum pedunculatum_presence_curr_2040.csv","Leucospermum pedunculatum",3622,3513,3041,2636,3052,2931
"210","Leucospermum pedunculatum_presence_curr_2070.csv","Leucospermum pedunculatum",3622,3408,2599,1968,2634,2391
"211","Leucospermum pluridens_presence_curr_2010.csv","Leucospermum pluridens",3965,2573,2161,3642,2596,2127
"212","Leucospermum pluridens_presence_curr_2040.csv","Leucospermum pluridens",3965,73,18,2577,399,4
"213","Leucospermum pluridens_presence_curr_2070.csv","Leucospermum pluridens",3965,0,0,1446,191,0
"214","Leucospermum praecox_presence_curr_2010.csv","Leucospermum praecox",6886,8058,7743,7888,7819,7737
"215","Leucospermum praecox_presence_curr_2040.csv","Leucospermum praecox",6886,14328,12556,11959,12420,10588
"216","Leucospermum praecox_presence_curr_2070.csv","Leucospermum praecox",6886,24056,18237,19344,16866,15040
"217","Leucospermum praemorsum_presence_curr_2010.csv","Leucospermum praemorsum",2320,1849,1448,1957,1571,1530
"218","Leucospermum praemorsum_presence_curr_2040.csv","Leucospermum praemorsum",2320,517,26,805,51,62
"219","Leucospermum praemorsum_presence_curr_2070.csv","Leucospermum praemorsum",2320,20,0,860,0,0
"220","Leucospermum prostratum_presence_curr_2010.csv","Leucospermum prostratum",6696,6982,6722,6453,6734,6951
"221","Leucospermum prostratum_presence_curr_2040.csv","Leucospermum prostratum",6696,7495,6227,4810,6160,6906
"222","Leucospermum prostratum_presence_curr_2070.csv","Leucospermum prostratum",6696,7236,6100,3500,5534,6146
"223","Leucospermum reflexum_presence_curr_2010.csv","Leucospermum reflexum",7585,6345,4641,7461,5508,5201
"224","Leucospermum reflexum_presence_curr_2040.csv","Leucospermum reflexum",7585,3265,1076,6105,2335,2038
"225","Leucospermum reflexum_presence_curr_2070.csv","Leucospermum reflexum",7585,1388,176,4686,1050,445
"226","Leucospermum rodolentum_presence_curr_2010.csv","Leucospermum rodolentum",21397,24438,25235,24156,24895,24994
"227","Leucospermum rodolentum_presence_curr_2040.csv","Leucospermum rodolentum",21397,29384,31241,29509,31364,30455
"228","Leucospermum rodolentum_presence_curr_2070.csv","Leucospermum rodolentum",21397,66407,67316,69051,79619,68521
"229","Leucospermum secundifolium_presence_curr_2010.csv","Leucospermum secundifolium",4216,2789,2451,3393,2616,2665
"230","Leucospermum secundifolium_presence_curr_2040.csv","Leucospermum secundifolium",4216,531,246,1587,434,417
"231","Leucospermum secundifolium_presence_curr_2070.csv","Leucospermum secundifolium",4216,68,11,518,61,8
"232","Leucospermum spathulatum_presence_curr_2010.csv","Leucospermum spathulatum",4968,3843,3984,3595,3579,3742
"233","Leucospermum spathulatum_presence_curr_2040.csv","Leucospermum spathulatum",4968,831,1025,567,368,628
"234","Leucospermum spathulatum_presence_curr_2070.csv","Leucospermum spathulatum",4968,97,609,28,7,12
"235","Leucospermum tomentosum_presence_curr_2010.csv","Leucospermum tomentosum",9138,9218,9260,8685,9553,8929
"236","Leucospermum tomentosum_presence_curr_2040.csv","Leucospermum tomentosum",9138,8955,8819,6687,10522,7311
"237","Leucospermum tomentosum_presence_curr_2070.csv","Leucospermum tomentosum",9138,8227,8176,5078,10656,6025
"238","Leucospermum tottum_presence_curr_2010.csv","Leucospermum tottum",16501,14648,14119,14688,14465,13602
"239","Leucospermum tottum_presence_curr_2040.csv","Leucospermum tottum",16501,9391,7354,9352,8320,5968
"240","Leucospermum tottum_presence_curr_2070.csv","Leucospermum tottum",16501,4807,2294,5057,3385,1495
"241","Leucospermum truncatulum_presence_curr_2010.csv","Leucospermum truncatulum",5815,4914,4640,4512,4613,4671
"242","Leucospermum truncatulum_presence_curr_2040.csv","Leucospermum truncatulum",5815,2295,1793,1451,1686,1742
"243","Leucospermum truncatulum_presence_curr_2070.csv","Leucospermum truncatulum",5815,1132,528,218,379,311
"244","Leucospermum vestitum_presence_curr_2010.csv","Leucospermum vestitum",12251,9471,9596,8969,9321,9009
"245","Leucospermum vestitum_presence_curr_2040.csv","Leucospermum vestitum",12251,5209,4811,3752,4758,3872
"246","Leucospermum vestitum_presence_curr_2070.csv","Leucospermum vestitum",12251,2962,2204,1089,1754,1534
"247","Leucospermum winteri_presence_curr_2010.csv","Leucospermum winteri",2214,1812,1400,1381,1498,1342
"248","Leucospermum winteri_presence_curr_2040.csv","Leucospermum winteri",2214,970,252,214,311,176
"249","Leucospermum winteri_presence_curr_2070.csv","Leucospermum winteri",2214,446,10,8,16,7
"250","Mimetes arboreus_presence_curr_2010.csv","Mimetes arboreus",292,235,228,169,199,190
"251","Mimetes arboreus_presence_curr_2040.csv","Mimetes arboreus",292,79,64,5,13,11
"252","Mimetes arboreus_presence_curr_2070.csv","Mimetes arboreus",292,10,6,0,1,0
"253","Mimetes argenteus_presence_curr_2010.csv","Mimetes argenteus",11456,9819,9502,9032,9451,9412
"254","Mimetes argenteus_presence_curr_2040.csv","Mimetes argenteus",11456,5932,5311,4154,5128,4860
"255","Mimetes argenteus_presence_curr_2070.csv","Mimetes argenteus",11456,3926,3332,1981,3021,2672
